,Ecadherin,miR200,miR34,Snail,Twist1,ZEB1,EpCAM,THY1,MYC,cosineSim1,cosineSim2,Diff,Diff_pheno,weight,rEMTscore,chemo_rEMTscore,att_stability,F_major_att,major_att_size
"[('NFKB', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TAK1', 1), ('miR34', 1)]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('MYC', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GRB2SOS', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TAK1', 1), ('p53', 1)]",0.0,0.7357690815199546,0.7357690815199546,1.0,1.0,0.2642309184800454,0.0,1.0,0.0,0.3610647830360019,0.4169216993614591,-0.2642309184800454,0.0,0.3678845407599773,0.1328301518918004,0.1533790479024597,0.9083394531741876,-51.0,0.5617862153368556
"[('TAK1', 1), ('TGFBR', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TAK1', 1), ('THY1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TAK1', 1), ('miR200', 1)]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4082482904638631,0.2357022603955159,0.0,0.0,0.5,0.2041241452319315,0.1178511301977579,0.0,-63.0,1.0
"[('GSK3b', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-53.0,1.0
"[('MDM2', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TAK1', 1), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('SMAD23', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Snail', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('RAS', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('AP1', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('IKK', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Ecadherin', 1), ('TAK1', 1)]",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,0.0,0.0,0.5,0.1020620726159657,0.1178511301977579,0.0,-69.0,1.0
"[('EpCAM', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2041241452319315,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-77.0,1.0
"[('ERK', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('MEK', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TGFb', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TGFb', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('NOTCH', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('AKT', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('SMAD4', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GLI', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TGFb', 1), ('p38', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('RAF', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('NFKB', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TGFb', 1), ('miR34', 1)]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('MYC', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GRB2SOS', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TGFb', 1), ('p53', 1)]",0.0,0.7349119878512501,0.7349119878512501,1.0,1.0,0.2650880121487499,0.0,1.0,0.0,0.3607339878142602,0.4165397299408206,-0.2650880121487499,0.0,0.367455993925625,0.1325538660350433,0.1530600204749157,0.9095556174845346,-51.0,0.5605298204805265
"[('TGFBR', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TGFb', 1), ('THY1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TGFb', 1), ('miR200', 1)]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4082482904638631,0.2357022603955159,0.0,0.0,0.5,0.2041241452319315,0.1178511301977579,0.0,-63.0,1.0
"[('GSK3b', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-53.0,1.0
"[('MDM2', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('TGFb', 1), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('SMAD23', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Snail', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('RAS', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('AP1', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('IKK', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Ecadherin', 1), ('TGFb', 1)]",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,0.0,0.0,0.5,0.1020620726159657,0.1178511301977579,0.0,-69.0,1.0
"[('EpCAM', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2041241452319315,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-77.0,1.0
"[('ERK', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('MEK', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('NOTCH', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('AKT', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GLI', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('p38', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('RAF', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('NFKB', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('miR34', 1)]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('MYC', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GRB2SOS', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('p53', 1)]",0.0,0.7330247398204965,0.7330247398204965,1.0,1.0,0.2669752601795034,0.0,1.0,0.0,0.3600044277092097,0.4156973064947389,-0.2669752601795034,0.0,0.3665123699102482,0.1319460759778851,0.1523582049686936,0.9123166530566806,-51.0,0.55788640660231
"[('PI3K', 1), ('TGFBR', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('THY1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('miR200', 1)]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4082482904638631,0.2357022603955159,0.0,0.0,0.5,0.2041241452319315,0.1178511301977579,0.0,-63.0,1.0
"[('GSK3b', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-53.0,1.0
"[('MDM2', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('SMAD23', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('Snail', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('RAS', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('AP1', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('IKK', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Ecadherin', 1), ('PI3K', 1)]",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,0.0,0.0,0.5,0.1020620726159657,0.1178511301977579,0.0,-69.0,1.0
"[('EpCAM', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2041241452319315,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-77.0,1.0
"[('ERK', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('MEK', 1), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Twist1', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('NOTCH', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('AKT', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('SMAD4', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GLI', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Twist1', 1), ('p38', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('RAF', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('NFKB', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Twist1', 1), ('miR34', 1)]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('MYC', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GRB2SOS', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Twist1', 1), ('p53', 1)]",0.0,0.7336873729250751,0.7336873729250751,1.0,1.0,0.2663126270749248,0.0,1.0,0.0,0.360260768470569,0.415993303309889,-0.2663126270749248,0.0,0.3668436864625375,0.1321593883935702,0.1526045169299282,0.911276319770584,-51.0,0.5587290990198162
"[('TGFBR', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('THY1', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Twist1', 1), ('miR200', 1)]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4082482904638631,0.2357022603955159,0.0,0.0,0.5,0.2041241452319315,0.1178511301977579,0.0,-63.0,1.0
"[('GSK3b', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-53.0,1.0
"[('MDM2', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Twist1', 1), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('SMAD23', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Snail', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('RAS', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('AP1', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('IKK', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('Ecadherin', 1), ('Twist1', 1)]",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,0.0,0.0,0.5,0.1020620726159657,0.1178511301977579,0.0,-69.0,1.0
"[('EpCAM', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2041241452319315,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-77.0,1.0
"[('ERK', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('MEK', 1), ('Twist1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('NOTCH', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('AKT', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('SMAD4', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GLI', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('ZEB1', 1), ('p38', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('RAF', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('NFKB', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('ZEB1', 1), ('miR34', 1)]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('MYC', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('GRB2SOS', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('ZEB1', 1), ('p53', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('TGFBR', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('THY1', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('ZEB1', 1), ('miR200', 1)]",0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2041241452319315,0.2357022603955159,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('GSK3b', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-53.0,1.0
"[('MDM2', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('ZEB1', 1), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('SMAD23', 1), ('ZEB1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
